Timestamp,Emotion
2025-07-18 00:01:08,neutral
2025-07-18 00:01:08,neutral
2025-07-18 00:01:09,neutral
2025-07-18 00:01:09,neutral
2025-07-18 00:01:09,neutral
2025-07-18 00:01:09,angry
2025-07-18 00:01:09,neutral
2025-07-18 00:01:10,angry
2025-07-18 00:01:10,neutral
2025-07-18 00:01:10,neutral
2025-07-18 00:01:10,neutral
2025-07-18 00:01:10,neutral
2025-07-18 00:01:11,neutral
2025-07-18 00:01:11,neutral
2025-07-18 00:01:11,neutral
2025-07-18 00:01:11,neutral
2025-07-18 00:01:11,angry
2025-07-18 00:01:12,neutral
2025-07-18 00:01:12,neutral
2025-07-18 00:01:12,neutral
2025-07-18 00:01:12,angry
2025-07-18 00:01:12,neutral
2025-07-18 00:01:13,neutral
2025-07-18 00:01:13,neutral
2025-07-18 00:01:13,neutral
2025-07-18 00:01:13,neutral
2025-07-18 00:01:13,neutral
2025-07-18 00:01:13,sad
2025-07-18 00:01:14,neutral
2025-07-18 00:01:14,neutral
2025-07-18 00:01:14,neutral
2025-07-18 00:01:14,neutral
2025-07-18 00:01:14,neutral
2025-07-18 00:01:14,neutral
2025-07-18 00:01:15,fear
2025-07-18 00:01:15,fear
2025-07-18 00:01:15,fear
2025-07-18 00:01:15,fear
2025-07-18 00:01:15,fear
2025-07-18 00:01:16,sad
2025-07-18 00:01:16,neutral
2025-07-18 00:01:16,neutral
2025-07-18 00:01:16,neutral
2025-07-18 00:01:16,fear
2025-07-18 00:01:16,sad
2025-07-18 00:01:17,sad
2025-07-18 00:01:17,sad
2025-07-18 00:01:17,neutral
2025-07-18 00:01:17,neutral
2025-07-18 00:01:17,neutral
2025-07-18 00:01:18,happy
2025-07-18 00:01:18,neutral
2025-07-18 00:01:18,neutral
2025-07-18 00:01:18,happy
2025-07-18 00:01:18,neutral
2025-07-18 00:01:19,neutral
2025-07-18 00:01:19,neutral
2025-07-18 00:01:19,neutral
2025-07-18 00:01:19,neutral
2025-07-18 00:01:19,sad
2025-07-18 00:01:19,neutral
2025-07-18 00:01:20,neutral
2025-07-18 00:01:20,neutral
2025-07-18 00:01:20,neutral
2025-07-18 00:01:20,neutral
2025-07-18 00:01:20,neutral
2025-07-18 00:01:21,neutral
2025-07-18 00:01:21,happy
2025-07-18 00:01:21,happy
2025-07-18 00:01:21,happy
2025-07-18 00:01:21,happy

